Id unique,Engagement,Source promesse,Détail promesse,Verdict,Détail verdict,Timing,Détail timing,Thématique,Auteur annonce
312,"<p>Obliger les policiers à délivrer un récépissé lors des contrôles d&#39;identité</p>
",annonces,"<p>Source : <a href=""http://www.scribd.com/doc/93200567/Les-60-engagements-presidentiels-de-Francois-Hollande"" target=""_blank"">programme de François Hollande, p. 12</a>.</p>
<p>Le 18 avril 2012, François Hollande <a href=""http://www.lepoint.fr/politique/election-presidentielle-2012/hollande-inflexible-sur-la-regle-d-or-et-le-pacte-budgetaire-18-04-2012-1452630_324.php"" target=""_blank"">affirme</a> qu&#39;il&nbsp;bloquera le pacte budgétaire européen cher à l&#39;Allemagne s&#39;il <em>&quot;ne contient pas de mesures de croissance&quot;</em>, dans un entretien au quotidien allemand&nbsp;Handelsblatt.</p>
",trahi,"<p>Un <a href=""http://leplus.nouvelobs.com/contribution/226206-conflit-d-interets-enfin-les-politiques-ne-deviendront-plus-avocats-aussi-facilement.html"" target=""_blank"">décret du 15 avril 2013</a> supprime le décret-passerelle, mais ne fait aucune mention du nouvel examen de déontologie. Il n&#39;existe donc plus d&#39;accès privilégié à la profession pour les politiques.</p>
",rien,"<p>Le débat sans vote au Parlement n&#39;a pas eu lieu au premier trimestre. Il est <a href=""http://www.lemonde.fr/societe/article/2013/04/10/immigration-economique-l-executif-veut-ouvrir-le-debat-sur-l-attractivite-du-pays_3157184_3224.html"" target=""_blank"">prévu</a> pour les 16 et 24 avril à l&#39;Assemblée et au Sénat.</p>
",14,François Hollande
313,"<p>Un centre IVG pour tous les établissements hospitaliers du pays</p>
",Engagements oraux de campagne,"<p>Source : <a href=""http://www.scribd.com/doc/93200567/Les-60-engagements-presidentiels-de-Francois-Hollande"" target=""_blank"">programme de François Hollande, p. 12</a>.</p>
<p>Le 18 avril 2012, François Hollande <a href=""http://www.lepoint.fr/politique/election-presidentielle-2012/hollande-inflexible-sur-la-regle-d-or-et-le-pacte-budgetaire-18-04-2012-1452630_324.php"" target=""_blank"">affirme</a> qu&#39;il&nbsp;bloquera le pacte budgétaire européen cher à l&#39;Allemagne s&#39;il <em>&quot;ne contient pas de mesures de croissance&quot;</em>, dans un entretien au quotidien allemand&nbsp;Handelsblatt.</p>
",trahi,"<p>Un <a href=""http://leplus.nouvelobs.com/contribution/226206-conflit-d-interets-enfin-les-politiques-ne-deviendront-plus-avocats-aussi-facilement.html"" target=""_blank"">décret du 15 avril 2013</a> supprime le décret-passerelle, mais ne fait aucune mention du nouvel examen de déontologie. Il n&#39;existe donc plus d&#39;accès privilégié à la profession pour les politiques.</p>
",rien,"<p>Le débat sans vote au Parlement n&#39;a pas eu lieu au premier trimestre. Il est <a href=""http://www.lemonde.fr/societe/article/2013/04/10/immigration-economique-l-executif-veut-ouvrir-le-debat-sur-l-attractivite-du-pays_3157184_3224.html"" target=""_blank"">prévu</a> pour les 16 et 24 avril à l&#39;Assemblée et au Sénat.</p>
",14,François Hollande
314,"<p>Rembourser intégralement l&#39;IVG pour toutes les femmes et le rendre confidentiel</p>
",Engagements oraux de campagne,"<p>Source : <a href=""http://www.scribd.com/doc/93200567/Les-60-engagements-presidentiels-de-Francois-Hollande"" target=""_blank"">programme de François Hollande, p. 12</a>.</p>
<p>Le 18 avril 2012, François Hollande <a href=""http://www.lepoint.fr/politique/election-presidentielle-2012/hollande-inflexible-sur-la-regle-d-or-et-le-pacte-budgetaire-18-04-2012-1452630_324.php"" target=""_blank"">affirme</a> qu&#39;il&nbsp;bloquera le pacte budgétaire européen cher à l&#39;Allemagne s&#39;il <em>&quot;ne contient pas de mesures de croissance&quot;</em>, dans un entretien au quotidien allemand&nbsp;Handelsblatt.</p>
",trahi,"<p>Un <a href=""http://leplus.nouvelobs.com/contribution/226206-conflit-d-interets-enfin-les-politiques-ne-deviendront-plus-avocats-aussi-facilement.html"" target=""_blank"">décret du 15 avril 2013</a> supprime le décret-passerelle, mais ne fait aucune mention du nouvel examen de déontologie. Il n&#39;existe donc plus d&#39;accès privilégié à la profession pour les politiques.</p>
",rien,"<p>Le débat sans vote au Parlement n&#39;a pas eu lieu au premier trimestre. Il est <a href=""http://www.lemonde.fr/societe/article/2013/04/10/immigration-economique-l-executif-veut-ouvrir-le-debat-sur-l-attractivite-du-pays_3157184_3224.html"" target=""_blank"">prévu</a> pour les 16 et 24 avril à l&#39;Assemblée et au Sénat.</p>
",14,François Hollande
315,"<p>Mettre en place partout des lieux pour accueillir les femmes victimes de violence</p>
",Engagements oraux de campagne,"<p>Source : <a href=""http://www.scribd.com/doc/93200567/Les-60-engagements-presidentiels-de-Francois-Hollande"" target=""_blank"">programme de François Hollande, p. 12</a>.</p>
<p>Le 18 avril 2012, François Hollande <a href=""http://www.lepoint.fr/politique/election-presidentielle-2012/hollande-inflexible-sur-la-regle-d-or-et-le-pacte-budgetaire-18-04-2012-1452630_324.php"" target=""_blank"">affirme</a> qu&#39;il&nbsp;bloquera le pacte budgétaire européen cher à l&#39;Allemagne s&#39;il <em>&quot;ne contient pas de mesures de croissance&quot;</em>, dans un entretien au quotidien allemand&nbsp;Handelsblatt.</p>
",trahi,"<p>Un <a href=""http://leplus.nouvelobs.com/contribution/226206-conflit-d-interets-enfin-les-politiques-ne-deviendront-plus-avocats-aussi-facilement.html"" target=""_blank"">décret du 15 avril 2013</a> supprime le décret-passerelle, mais ne fait aucune mention du nouvel examen de déontologie. Il n&#39;existe donc plus d&#39;accès privilégié à la profession pour les politiques.</p>
",rien,"<p>Le débat sans vote au Parlement n&#39;a pas eu lieu au premier trimestre. Il est <a href=""http://www.lemonde.fr/societe/article/2013/04/10/immigration-economique-l-executif-veut-ouvrir-le-debat-sur-l-attractivite-du-pays_3157184_3224.html"" target=""_blank"">prévu</a> pour les 16 et 24 avril à l&#39;Assemblée et au Sénat.</p>
",14,François Hollande
317,"<p>Un plan quiquennal pour les retraités agricoles</p>
",ecrites,"<p>Source : <a href=""http://www.scribd.com/doc/96699592/Francois-Hollande-s%E2%80%99engage-en-faveur-d%E2%80%99un-plan-quinquennal-pour-les-retraites-agricoles"" target=""_blank"">communiqué de François Hollande publié le 19 avril 2012</a>.</p>
<p>Le plan quiquennal promis comporte 6 points :</p>
<ul>
	<li>étendre la retraite complémentaire obligatoire aux conjoints et aides familiaux pour les retraités actuels</li>
	<li>supprimer la condition&nbsp;de durée d&rsquo;activité des exploitants agricoles (17,5 années) pour obtenir la majoration des retraites</li>
	<li>porter à 75% du SMIC le montant des retraites des carrières complètes des chefs d&rsquo;exploitation pour faire respecter la loi&nbsp;de 2002</li>
	<li>accorder la réversion de la retraite complémentaire obligatoire</li>
	<li>appliquer le principe des droits combinés à la retraite complémentaire obligatoire</li>
	<li>accorder le bénéfice de la retraite proportionnelle aux périodes de longue maladie ou infirmité grave</li>
</ul>
",trahi,"<p>Un <a href=""http://leplus.nouvelobs.com/contribution/226206-conflit-d-interets-enfin-les-politiques-ne-deviendront-plus-avocats-aussi-facilement.html"" target=""_blank"">décret du 15 avril 2013</a> supprime le décret-passerelle, mais ne fait aucune mention du nouvel examen de déontologie. Il n&#39;existe donc plus d&#39;accès privilégié à la profession pour les politiques.</p>
",rien,"<p>Le débat sans vote au Parlement n&#39;a pas eu lieu au premier trimestre. Il est <a href=""http://www.lemonde.fr/societe/article/2013/04/10/immigration-economique-l-executif-veut-ouvrir-le-debat-sur-l-attractivite-du-pays_3157184_3224.html"" target=""_blank"">prévu</a> pour les 16 et 24 avril à l&#39;Assemblée et au Sénat.</p>
",14,François Hollande
318,"<p>Mettre un terme&nbsp;à la surpopulation carcérale et renforcer les alternatives à l&rsquo;incarcération</p>
",ecrites,"<p>Source : <a href=""http://www.scribd.com/doc/93200567/Les-60-engagements-presidentiels-de-Francois-Hollande"" target=""_blank"">programme de François Hollande, p. 12</a>.</p>
<p>Le 18 avril 2012, François Hollande <a href=""http://www.lepoint.fr/politique/election-presidentielle-2012/hollande-inflexible-sur-la-regle-d-or-et-le-pacte-budgetaire-18-04-2012-1452630_324.php"" target=""_blank"">affirme</a> qu&#39;il&nbsp;bloquera le pacte budgétaire européen cher à l&#39;Allemagne s&#39;il <em>&quot;ne contient pas de mesures de croissance&quot;</em>, dans un entretien au quotidien allemand&nbsp;Handelsblatt.</p>
",trahi,"<p>Un <a href=""http://leplus.nouvelobs.com/contribution/226206-conflit-d-interets-enfin-les-politiques-ne-deviendront-plus-avocats-aussi-facilement.html"" target=""_blank"">décret du 15 avril 2013</a> supprime le décret-passerelle, mais ne fait aucune mention du nouvel examen de déontologie. Il n&#39;existe donc plus d&#39;accès privilégié à la profession pour les politiques.</p>
",rien,"<p>Le débat sans vote au Parlement n&#39;a pas eu lieu au premier trimestre. Il est <a href=""http://www.lemonde.fr/societe/article/2013/04/10/immigration-economique-l-executif-veut-ouvrir-le-debat-sur-l-attractivite-du-pays_3157184_3224.html"" target=""_blank"">prévu</a> pour les 16 et 24 avril à l&#39;Assemblée et au Sénat.</p>
",14,François Hollande
320,"<p>Un ministère regroupant Fonction publique et Réforme de l&#39;Etat, rattaché au Premier ministre</p>
",Engagements oraux de campagne,"<p>Source : <a href=""http://www.scribd.com/doc/93200567/Les-60-engagements-presidentiels-de-Francois-Hollande"" target=""_blank"">programme de François Hollande, p. 12</a>.</p>
<p>Le 18 avril 2012, François Hollande <a href=""http://www.lepoint.fr/politique/election-presidentielle-2012/hollande-inflexible-sur-la-regle-d-or-et-le-pacte-budgetaire-18-04-2012-1452630_324.php"" target=""_blank"">affirme</a> qu&#39;il&nbsp;bloquera le pacte budgétaire européen cher à l&#39;Allemagne s&#39;il <em>&quot;ne contient pas de mesures de croissance&quot;</em>, dans un entretien au quotidien allemand&nbsp;Handelsblatt.</p>
",trahi,"<p>Un <a href=""http://leplus.nouvelobs.com/contribution/226206-conflit-d-interets-enfin-les-politiques-ne-deviendront-plus-avocats-aussi-facilement.html"" target=""_blank"">décret du 15 avril 2013</a> supprime le décret-passerelle, mais ne fait aucune mention du nouvel examen de déontologie. Il n&#39;existe donc plus d&#39;accès privilégié à la profession pour les politiques.</p>
",rien,"<p>Le débat sans vote au Parlement n&#39;a pas eu lieu au premier trimestre. Il est <a href=""http://www.lemonde.fr/societe/article/2013/04/10/immigration-economique-l-executif-veut-ouvrir-le-debat-sur-l-attractivite-du-pays_3157184_3224.html"" target=""_blank"">prévu</a> pour les 16 et 24 avril à l&#39;Assemblée et au Sénat.</p>
",14,François Hollande
321,"<p>Une loi reprenant les principales conclusions du rapport Sauvé, notamment une définition du conflit d&rsquo;intérêts</p>
",Engagements oraux de campagne,"<p>Source : <a href=""http://www.scribd.com/doc/93200567/Les-60-engagements-presidentiels-de-Francois-Hollande"" target=""_blank"">programme de François Hollande, p. 12</a>.</p>
<p>Le 18 avril 2012, François Hollande <a href=""http://www.lepoint.fr/politique/election-presidentielle-2012/hollande-inflexible-sur-la-regle-d-or-et-le-pacte-budgetaire-18-04-2012-1452630_324.php"" target=""_blank"">affirme</a> qu&#39;il&nbsp;bloquera le pacte budgétaire européen cher à l&#39;Allemagne s&#39;il <em>&quot;ne contient pas de mesures de croissance&quot;</em>, dans un entretien au quotidien allemand&nbsp;Handelsblatt.</p>
",trahi,"<p>Un <a href=""http://leplus.nouvelobs.com/contribution/226206-conflit-d-interets-enfin-les-politiques-ne-deviendront-plus-avocats-aussi-facilement.html"" target=""_blank"">décret du 15 avril 2013</a> supprime le décret-passerelle, mais ne fait aucune mention du nouvel examen de déontologie. Il n&#39;existe donc plus d&#39;accès privilégié à la profession pour les politiques.</p>
",rien,"<p>Le débat sans vote au Parlement n&#39;a pas eu lieu au premier trimestre. Il est <a href=""http://www.lemonde.fr/societe/article/2013/04/10/immigration-economique-l-executif-veut-ouvrir-le-debat-sur-l-attractivite-du-pays_3157184_3224.html"" target=""_blank"">prévu</a> pour les 16 et 24 avril à l&#39;Assemblée et au Sénat.</p>
",14,François Hollande
322,"<p><span style=""color: rgb(54, 69, 74); font-family: Helvetica, Arial, sans-serif; line-height: 19px; "">Réformer la Commission de déontologie : favorable à l&rsquo;idée d&rsquo;une autorité indépendante qui pourrait saisir le parquet en cas de conflit d&rsquo;intérêts</span></p>
",Engagements oraux de campagne,"<p>Source : <a href=""http://www.scribd.com/doc/93200567/Les-60-engagements-presidentiels-de-Francois-Hollande"" target=""_blank"">programme de François Hollande, p. 12</a>.</p>
<p>Le 18 avril 2012, François Hollande <a href=""http://www.lepoint.fr/politique/election-presidentielle-2012/hollande-inflexible-sur-la-regle-d-or-et-le-pacte-budgetaire-18-04-2012-1452630_324.php"" target=""_blank"">affirme</a> qu&#39;il&nbsp;bloquera le pacte budgétaire européen cher à l&#39;Allemagne s&#39;il <em>&quot;ne contient pas de mesures de croissance&quot;</em>, dans un entretien au quotidien allemand&nbsp;Handelsblatt.</p>
",trahi,"<p>Un <a href=""http://leplus.nouvelobs.com/contribution/226206-conflit-d-interets-enfin-les-politiques-ne-deviendront-plus-avocats-aussi-facilement.html"" target=""_blank"">décret du 15 avril 2013</a> supprime le décret-passerelle, mais ne fait aucune mention du nouvel examen de déontologie. Il n&#39;existe donc plus d&#39;accès privilégié à la profession pour les politiques.</p>
",rien,"<p>Le débat sans vote au Parlement n&#39;a pas eu lieu au premier trimestre. Il est <a href=""http://www.lemonde.fr/societe/article/2013/04/10/immigration-economique-l-executif-veut-ouvrir-le-debat-sur-l-attractivite-du-pays_3157184_3224.html"" target=""_blank"">prévu</a> pour les 16 et 24 avril à l&#39;Assemblée et au Sénat.</p>
",14,François Hollande
325,"<p>&quot;Je ne m&#39;impliquerai pas dans la campagne des législatives&quot;</p>
",annonces,"<p>Source : <a href=""http://www.scribd.com/doc/93200567/Les-60-engagements-presidentiels-de-Francois-Hollande"" target=""_blank"">programme de François Hollande, p. 12</a>.</p>
<p>Le 18 avril 2012, François Hollande <a href=""http://www.lepoint.fr/politique/election-presidentielle-2012/hollande-inflexible-sur-la-regle-d-or-et-le-pacte-budgetaire-18-04-2012-1452630_324.php"" target=""_blank"">affirme</a> qu&#39;il&nbsp;bloquera le pacte budgétaire européen cher à l&#39;Allemagne s&#39;il <em>&quot;ne contient pas de mesures de croissance&quot;</em>, dans un entretien au quotidien allemand&nbsp;Handelsblatt.</p>
",trahi,"<p>Un <a href=""http://leplus.nouvelobs.com/contribution/226206-conflit-d-interets-enfin-les-politiques-ne-deviendront-plus-avocats-aussi-facilement.html"" target=""_blank"">décret du 15 avril 2013</a> supprime le décret-passerelle, mais ne fait aucune mention du nouvel examen de déontologie. Il n&#39;existe donc plus d&#39;accès privilégié à la profession pour les politiques.</p>
",rien,"<p>Le débat sans vote au Parlement n&#39;a pas eu lieu au premier trimestre. Il est <a href=""http://www.lemonde.fr/societe/article/2013/04/10/immigration-economique-l-executif-veut-ouvrir-le-debat-sur-l-attractivite-du-pays_3157184_3224.html"" target=""_blank"">prévu</a> pour les 16 et 24 avril à l&#39;Assemblée et au Sénat.</p>
",14,François Hollande
326,"<p>&laquo; J&rsquo;essayerai de faire la distinction entre vie publique et vie privée &raquo;</p>
",Engagements oraux de campagne,"<p>Source : <a href=""http://www.scribd.com/doc/93200567/Les-60-engagements-presidentiels-de-Francois-Hollande"" target=""_blank"">programme de François Hollande, p. 12</a>.</p>
<p>Le 18 avril 2012, François Hollande <a href=""http://www.lepoint.fr/politique/election-presidentielle-2012/hollande-inflexible-sur-la-regle-d-or-et-le-pacte-budgetaire-18-04-2012-1452630_324.php"" target=""_blank"">affirme</a> qu&#39;il&nbsp;bloquera le pacte budgétaire européen cher à l&#39;Allemagne s&#39;il <em>&quot;ne contient pas de mesures de croissance&quot;</em>, dans un entretien au quotidien allemand&nbsp;Handelsblatt.</p>
",trahi,"<p>Un <a href=""http://leplus.nouvelobs.com/contribution/226206-conflit-d-interets-enfin-les-politiques-ne-deviendront-plus-avocats-aussi-facilement.html"" target=""_blank"">décret du 15 avril 2013</a> supprime le décret-passerelle, mais ne fait aucune mention du nouvel examen de déontologie. Il n&#39;existe donc plus d&#39;accès privilégié à la profession pour les politiques.</p>
",rien,"<p>Le débat sans vote au Parlement n&#39;a pas eu lieu au premier trimestre. Il est <a href=""http://www.lemonde.fr/societe/article/2013/04/10/immigration-economique-l-executif-veut-ouvrir-le-debat-sur-l-attractivite-du-pays_3157184_3224.html"" target=""_blank"">prévu</a> pour les 16 et 24 avril à l&#39;Assemblée et au Sénat.</p>
",14,François Hollande
329,"<p>Proposer la création d&#39;une agence publique européenne de notation</p>
",60 engagements,"<p>Source : <a href=""http://www.scribd.com/doc/93200567/Les-60-engagements-presidentiels-de-Francois-Hollande"" target=""_blank"">programme de François Hollande, p. 12</a>.</p>
<p>Le 18 avril 2012, François Hollande <a href=""http://www.lepoint.fr/politique/election-presidentielle-2012/hollande-inflexible-sur-la-regle-d-or-et-le-pacte-budgetaire-18-04-2012-1452630_324.php"" target=""_blank"">affirme</a> qu&#39;il&nbsp;bloquera le pacte budgétaire européen cher à l&#39;Allemagne s&#39;il <em>&quot;ne contient pas de mesures de croissance&quot;</em>, dans un entretien au quotidien allemand&nbsp;Handelsblatt.</p>
",trahi,"<p>Un <a href=""http://leplus.nouvelobs.com/contribution/226206-conflit-d-interets-enfin-les-politiques-ne-deviendront-plus-avocats-aussi-facilement.html"" target=""_blank"">décret du 15 avril 2013</a> supprime le décret-passerelle, mais ne fait aucune mention du nouvel examen de déontologie. Il n&#39;existe donc plus d&#39;accès privilégié à la profession pour les politiques.</p>
",rien,"<p>Le débat sans vote au Parlement n&#39;a pas eu lieu au premier trimestre. Il est <a href=""http://www.lemonde.fr/societe/article/2013/04/10/immigration-economique-l-executif-veut-ouvrir-le-debat-sur-l-attractivite-du-pays_3157184_3224.html"" target=""_blank"">prévu</a> pour les 16 et 24 avril à l&#39;Assemblée et au Sénat.</p>
",14,François Hollande
330,"<p>Renforcer le rôle du Conseil économique, social et environnemental (CESE)</p>
",Engagements oraux de campagne,"<p>Source : <a href=""http://www.scribd.com/doc/93200567/Les-60-engagements-presidentiels-de-Francois-Hollande"" target=""_blank"">programme de François Hollande, p. 12</a>.</p>
<p>Le 18 avril 2012, François Hollande <a href=""http://www.lepoint.fr/politique/election-presidentielle-2012/hollande-inflexible-sur-la-regle-d-or-et-le-pacte-budgetaire-18-04-2012-1452630_324.php"" target=""_blank"">affirme</a> qu&#39;il&nbsp;bloquera le pacte budgétaire européen cher à l&#39;Allemagne s&#39;il <em>&quot;ne contient pas de mesures de croissance&quot;</em>, dans un entretien au quotidien allemand&nbsp;Handelsblatt.</p>
",trahi,"<p>Un <a href=""http://leplus.nouvelobs.com/contribution/226206-conflit-d-interets-enfin-les-politiques-ne-deviendront-plus-avocats-aussi-facilement.html"" target=""_blank"">décret du 15 avril 2013</a> supprime le décret-passerelle, mais ne fait aucune mention du nouvel examen de déontologie. Il n&#39;existe donc plus d&#39;accès privilégié à la profession pour les politiques.</p>
",rien,"<p>Le débat sans vote au Parlement n&#39;a pas eu lieu au premier trimestre. Il est <a href=""http://www.lemonde.fr/societe/article/2013/04/10/immigration-economique-l-executif-veut-ouvrir-le-debat-sur-l-attractivite-du-pays_3157184_3224.html"" target=""_blank"">prévu</a> pour les 16 et 24 avril à l&#39;Assemblée et au Sénat.</p>
",14,François Hollande
333,"<p>Autoriser les actions de groupe (ou &laquo; class actions &raquo;) en justice : elles permettent d&#39;agir à plusieurs pour régler de petits litiges</p>
",annonces,"<p>Source : <a href=""http://www.scribd.com/doc/93200567/Les-60-engagements-presidentiels-de-Francois-Hollande"" target=""_blank"">programme de François Hollande, p. 12</a>.</p>
<p>Le 18 avril 2012, François Hollande <a href=""http://www.lepoint.fr/politique/election-presidentielle-2012/hollande-inflexible-sur-la-regle-d-or-et-le-pacte-budgetaire-18-04-2012-1452630_324.php"" target=""_blank"">affirme</a> qu&#39;il&nbsp;bloquera le pacte budgétaire européen cher à l&#39;Allemagne s&#39;il <em>&quot;ne contient pas de mesures de croissance&quot;</em>, dans un entretien au quotidien allemand&nbsp;Handelsblatt.</p>
",trahi,"<p>Un <a href=""http://leplus.nouvelobs.com/contribution/226206-conflit-d-interets-enfin-les-politiques-ne-deviendront-plus-avocats-aussi-facilement.html"" target=""_blank"">décret du 15 avril 2013</a> supprime le décret-passerelle, mais ne fait aucune mention du nouvel examen de déontologie. Il n&#39;existe donc plus d&#39;accès privilégié à la profession pour les politiques.</p>
",rien,"<p>Le débat sans vote au Parlement n&#39;a pas eu lieu au premier trimestre. Il est <a href=""http://www.lemonde.fr/societe/article/2013/04/10/immigration-economique-l-executif-veut-ouvrir-le-debat-sur-l-attractivite-du-pays_3157184_3224.html"" target=""_blank"">prévu</a> pour les 16 et 24 avril à l&#39;Assemblée et au Sénat.</p>
",14,François Hollande
334,"<p>Ouvrir une réflexion sur la pénalisation des clients des prostitués</p>
",annonces,"<p>Source : <a href=""http://www.scribd.com/doc/93200567/Les-60-engagements-presidentiels-de-Francois-Hollande"" target=""_blank"">programme de François Hollande, p. 12</a>.</p>
<p>Le 18 avril 2012, François Hollande <a href=""http://www.lepoint.fr/politique/election-presidentielle-2012/hollande-inflexible-sur-la-regle-d-or-et-le-pacte-budgetaire-18-04-2012-1452630_324.php"" target=""_blank"">affirme</a> qu&#39;il&nbsp;bloquera le pacte budgétaire européen cher à l&#39;Allemagne s&#39;il <em>&quot;ne contient pas de mesures de croissance&quot;</em>, dans un entretien au quotidien allemand&nbsp;Handelsblatt.</p>
",trahi,"<p>Un <a href=""http://leplus.nouvelobs.com/contribution/226206-conflit-d-interets-enfin-les-politiques-ne-deviendront-plus-avocats-aussi-facilement.html"" target=""_blank"">décret du 15 avril 2013</a> supprime le décret-passerelle, mais ne fait aucune mention du nouvel examen de déontologie. Il n&#39;existe donc plus d&#39;accès privilégié à la profession pour les politiques.</p>
",rien,"<p>Le débat sans vote au Parlement n&#39;a pas eu lieu au premier trimestre. Il est <a href=""http://www.lemonde.fr/societe/article/2013/04/10/immigration-economique-l-executif-veut-ouvrir-le-debat-sur-l-attractivite-du-pays_3157184_3224.html"" target=""_blank"">prévu</a> pour les 16 et 24 avril à l&#39;Assemblée et au Sénat.</p>
",14,François Hollande
337,"<p>Doubler le plafond du livret A&nbsp;</p>
",60 engagements,"<p>Source : <a href=""http://www.scribd.com/doc/93200567/Les-60-engagements-presidentiels-de-Francois-Hollande"" target=""_blank"">programme de François Hollande, p. 12</a>.</p>
<p>Le 18 avril 2012, François Hollande <a href=""http://www.lepoint.fr/politique/election-presidentielle-2012/hollande-inflexible-sur-la-regle-d-or-et-le-pacte-budgetaire-18-04-2012-1452630_324.php"" target=""_blank"">affirme</a> qu&#39;il&nbsp;bloquera le pacte budgétaire européen cher à l&#39;Allemagne s&#39;il <em>&quot;ne contient pas de mesures de croissance&quot;</em>, dans un entretien au quotidien allemand&nbsp;Handelsblatt.</p>
",trahi,"<p>Un <a href=""http://leplus.nouvelobs.com/contribution/226206-conflit-d-interets-enfin-les-politiques-ne-deviendront-plus-avocats-aussi-facilement.html"" target=""_blank"">décret du 15 avril 2013</a> supprime le décret-passerelle, mais ne fait aucune mention du nouvel examen de déontologie. Il n&#39;existe donc plus d&#39;accès privilégié à la profession pour les politiques.</p>
",rien,"<p>Le débat sans vote au Parlement n&#39;a pas eu lieu au premier trimestre. Il est <a href=""http://www.lemonde.fr/societe/article/2013/04/10/immigration-economique-l-executif-veut-ouvrir-le-debat-sur-l-attractivite-du-pays_3157184_3224.html"" target=""_blank"">prévu</a> pour les 16 et 24 avril à l&#39;Assemblée et au Sénat.</p>
",14,François Hollande
338,"<p>Création d&#39;un médiateur du livre</p>
",annonces,"<p>Source : <a href=""http://www.scribd.com/doc/93200567/Les-60-engagements-presidentiels-de-Francois-Hollande"" target=""_blank"">programme de François Hollande, p. 12</a>.</p>
<p>Le 18 avril 2012, François Hollande <a href=""http://www.lepoint.fr/politique/election-presidentielle-2012/hollande-inflexible-sur-la-regle-d-or-et-le-pacte-budgetaire-18-04-2012-1452630_324.php"" target=""_blank"">affirme</a> qu&#39;il&nbsp;bloquera le pacte budgétaire européen cher à l&#39;Allemagne s&#39;il <em>&quot;ne contient pas de mesures de croissance&quot;</em>, dans un entretien au quotidien allemand&nbsp;Handelsblatt.</p>
",trahi,"<p>Un <a href=""http://leplus.nouvelobs.com/contribution/226206-conflit-d-interets-enfin-les-politiques-ne-deviendront-plus-avocats-aussi-facilement.html"" target=""_blank"">décret du 15 avril 2013</a> supprime le décret-passerelle, mais ne fait aucune mention du nouvel examen de déontologie. Il n&#39;existe donc plus d&#39;accès privilégié à la profession pour les politiques.</p>
",rien,"<p>Le débat sans vote au Parlement n&#39;a pas eu lieu au premier trimestre. Il est <a href=""http://www.lemonde.fr/societe/article/2013/04/10/immigration-economique-l-executif-veut-ouvrir-le-debat-sur-l-attractivite-du-pays_3157184_3224.html"" target=""_blank"">prévu</a> pour les 16 et 24 avril à l&#39;Assemblée et au Sénat.</p>
",14,François Hollande
340,"<p>Prolonger le dispositif hivernal d&#39;hébergement d&#39;urgence jusqu&#39;au 31 mai</p>
",annonces,"<p>Source : <a href=""http://www.scribd.com/doc/93200567/Les-60-engagements-presidentiels-de-Francois-Hollande"" target=""_blank"">programme de François Hollande, p. 12</a>.</p>
<p>Le 18 avril 2012, François Hollande <a href=""http://www.lepoint.fr/politique/election-presidentielle-2012/hollande-inflexible-sur-la-regle-d-or-et-le-pacte-budgetaire-18-04-2012-1452630_324.php"" target=""_blank"">affirme</a> qu&#39;il&nbsp;bloquera le pacte budgétaire européen cher à l&#39;Allemagne s&#39;il <em>&quot;ne contient pas de mesures de croissance&quot;</em>, dans un entretien au quotidien allemand&nbsp;Handelsblatt.</p>
",trahi,"<p>Un <a href=""http://leplus.nouvelobs.com/contribution/226206-conflit-d-interets-enfin-les-politiques-ne-deviendront-plus-avocats-aussi-facilement.html"" target=""_blank"">décret du 15 avril 2013</a> supprime le décret-passerelle, mais ne fait aucune mention du nouvel examen de déontologie. Il n&#39;existe donc plus d&#39;accès privilégié à la profession pour les politiques.</p>
",rien,"<p>Le débat sans vote au Parlement n&#39;a pas eu lieu au premier trimestre. Il est <a href=""http://www.lemonde.fr/societe/article/2013/04/10/immigration-economique-l-executif-veut-ouvrir-le-debat-sur-l-attractivite-du-pays_3157184_3224.html"" target=""_blank"">prévu</a> pour les 16 et 24 avril à l&#39;Assemblée et au Sénat.</p>
",14,François Hollande
